activity_id,measurement_group_id,fc1_measurement_group_id,replicate_count,representation_count,measurement_representation_type,aggregation_method,aggregated_pEC50,aggregated_EC50_nM,canonical_molecule_id,parent_id,source_id,assay_id,assay_family,readout,cell_system,orthosteric_agonist,agonist_conc_or_ecxx,endpoint_type,endpoint_relation,potency_nM,pEC50,receptor_species,final_species_valid,final_identity_valid,potency_regression_eligible,unit_human_decision,row_human_decision,identity_decision,decision_provenance,divergent_duplicate_classification,divergent_duplicate_disposition,notes
ACT_19178825,MG00015,MG00015,1,1,single,single,6.8861,129.99,CM00033,PARENT0505,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,130.0,6.8861,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.89 (generic negative-log potency)
ACT_19178826,MG00046,MG00046,1,1,single,single,6.5686,270.02,CM00081,PARENT0506,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,270.0,6.5686,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.57 (generic negative-log potency)
ACT_19178827,MG00051,MG00051,1,1,single,single,6.6198,239.99,CM00091,PARENT0507,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,240.0,6.6198,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_19178828,MG00206,MG00206,1,1,single,single,5.6778,2099.91,CM00384,PARENT0508,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,2100.0,5.6778,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.68 (generic negative-log potency)
ACT_19178829,MG00423,MG00423,1,1,single,single,6.5086,310.03,CM00785,PARENT0509,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,310.0,6.5086,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.51 (generic negative-log potency)
ACT_19178830,MG00311,MG00311,1,1,single,single,5.9208,1200.05,CM00579,PARENT0510,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1200.0,5.9208,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.92 (generic negative-log potency)
ACT_19178831,MG00018,MG00018,1,1,single,single,6.5229,299.99,CM00037,PARENT0511,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,300.0,6.5229,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.52 (generic negative-log potency)
ACT_19178832,MG00082,MG00082,1,1,single,single,5.699,1999.86,CM00139,PARENT0512,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,2000.0,5.699,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.7 (generic negative-log potency)
ACT_19178833,MG00092,MG00092,1,1,single,single,7.4318,37.0,CM00163,PARENT0513,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,37.0,7.4318,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.43 (generic negative-log potency)
ACT_19178834,MG00341,MG00341,1,1,single,single,7.0655,86.0,CM00632,PARENT0514,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,86.0,7.0655,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.07 (generic negative-log potency)
ACT_19178835,MG00209,MG00209,1,1,single,single,7.0223,94.99,CM00387,PARENT0515,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,95.0,7.0223,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.02 (generic negative-log potency)
ACT_19178836,MG00269,MG00269,1,1,single,single,7.3372,46.0,CM00487,PARENT0516,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,46.0,7.3372,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.34 (generic negative-log potency)
ACT_19178837,MG00061,MG00061,1,1,single,single,7.2218,60.01,CM00109,PARENT0517,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,60.0,7.2218,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.22 (generic negative-log potency)
ACT_19178838,MG00280,MG00280,1,1,single,single,6.9208,120.01,CM00510,PARENT0518,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,120.0,6.9208,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.92 (generic negative-log potency)
ACT_19178839,MG00454,MG00454,1,1,single,single,7.0757,84.0,CM00840,PARENT0519,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,84.0,7.0757,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.08 (generic negative-log potency)
ACT_19178840,MG00322,MG00322,1,1,single,single,6.7959,159.99,CM00595,PARENT0520,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,160.0,6.7959,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.8 (generic negative-log potency)
ACT_19178841,MG00038,MG00038,1,1,single,single,5.7212,1900.2,CM00067,PARENT0521,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1900.0,5.7212,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.72 (generic negative-log potency)
ACT_19178842,MG00405,MG00405,1,1,single,single,6.8539,139.99,CM00748,PARENT0522,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,140.0,6.8539,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency)
ACT_19178843,MG00310,MG00310,1,1,single,single,6.6021,249.98,CM00573,PARENT0523,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,250.0,6.6021,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.6 (generic negative-log potency)
ACT_19178844,MG00202,MG00202,1,1,single,single,6.8539,139.99,CM00377,PARENT0524,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,140.0,6.8539,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency)
ACT_19178845,MG00058,MG00058,1,1,single,single,6.7959,159.99,CM00103,PARENT0525,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,160.0,6.7959,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.8 (generic negative-log potency)
ACT_19178846,MG00035,MG00035,1,1,single,single,6.9208,120.01,CM00061,PARENT0526,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,120.0,6.9208,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.92 (generic negative-log potency)
ACT_19178847,MG00246,MG00246,1,1,single,single,6.5686,270.02,CM00449,PARENT0527,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,270.0,6.5686,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.57 (generic negative-log potency)
ACT_19178848,MG00006,MG00006,1,1,single,single,6.9586,110.0,CM00013,PARENT0528,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,110.0,6.9586,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.96 (generic negative-log potency)
ACT_19178849,MG00186,MG00186,1,1,single,single,6.3872,410.02,CM00350,PARENT0529,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,410.0,6.3872,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.39 (generic negative-log potency)
ACT_19178850,MG00408,MG00408,1,1,single,single,6.2076,620.01,CM00752,PARENT0530,PMID_31248774,ASSY_CHEMBL4386804,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,620.0,6.2076,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.21 (generic negative-log potency)
ACT_19475622,MG00059,MG00059,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4201,380.1,CM00104,PARENT0541,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,380.19,6.42,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.42 (generic negative-log potency)
ACT_19475623,MG00262,MG00262,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.3198,478.85,CM00475,PARENT0542,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,478.63,6.32,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.32 (generic negative-log potency)
ACT_19475625,MG00426,MG00426,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.0501,891.05,CM00788,PARENT0544,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,891.25,6.05,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.05 (generic negative-log potency)
ACT_19475626,MG00127,MG00127,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9794,104.86,CM00233,PARENT0545,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,104.71,6.98,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.98 (generic negative-log potency)
ACT_19475627,MG00103,MG00103,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4801,331.05,CM00186,PARENT0546,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,331.13,6.48,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.48 (generic negative-log potency)
ACT_19475628,MG00465,MG00465,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.1899,645.8,CM00854,PARENT0531,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,645.65,6.19,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.19 (generic negative-log potency)
ACT_19475629,MG00160,MG00160,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9907,102.16,CM00300,PARENT0532,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,102.33,6.99,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.99 (generic negative-log potency)
ACT_19475630,MG00474,MG00474,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9794,104.86,CM00872,PARENT0533,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,104.71,6.98,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.98 (generic negative-log potency)
ACT_19475631,MG00402,MG00402,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4297,371.79,CM00738,PARENT0534,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,371.54,6.43,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.43 (generic negative-log potency)
ACT_19475632,MG00267,MG00267,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2299,588.98,CM00483,PARENT0535,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,588.84,6.23,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.23 (generic negative-log potency)
ACT_19475633,MG00142,MG00142,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2501,562.21,CM00266,PARENT0536,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,562.34,6.25,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
ACT_19475634,MG00395,MG00395,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.6199,239.94,CM00727,PARENT0537,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,239.88,6.62,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_19475635,MG00129,MG00129,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.3198,478.85,CM00239,PARENT0538,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,478.63,6.32,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.32 (generic negative-log potency)
ACT_19475636,MG00275,MG00275,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4499,354.9,CM00501,PARENT0539,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,354.81,6.45,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.45 (generic negative-log potency)
ACT_19475637,MG00166,MG00166,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.0501,891.05,CM00317,PARENT0540,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,891.25,6.05,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.05 (generic negative-log potency)
ACT_19475638,MG00373,MG00373,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.8904,128.71,CM00686,PARENT0547,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,138.04,6.86,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.86 (generic negative-log potency)
ACT_19475639,MG00373,MG00373,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.8904,128.71,CM00686,PARENT0547,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,120.0,6.9208,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.92 (generic negative-log potency)
ACT_19475656,MG00059,MG00059,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4201,380.1,CM00104,PARENT0541,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,380.0,6.4202,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.42 (generic negative-log potency)
ACT_19475657,MG00262,MG00262,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.3198,478.85,CM00475,PARENT0542,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,479.0,6.3197,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.32 (generic negative-log potency)
ACT_19475658,MG00392,MG00392,1,1,single,single,6.5302,294.99,CM00715,PARENT0564,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,295.0,6.5302,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.53 (generic negative-log potency)
ACT_19475659,MG00178,MG00178,1,1,single,single,7.1192,76.0,CM00332,PARENT0565,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,76.0,7.1192,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.12 (generic negative-log potency)
ACT_19475661,MG00426,MG00426,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.0501,891.05,CM00788,PARENT0544,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,891.0,6.0501,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.05 (generic negative-log potency)
ACT_19475662,MG00127,MG00127,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9794,104.86,CM00233,PARENT0545,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,105.0,6.9788,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.98 (generic negative-log potency)
ACT_19475663,MG00103,MG00103,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4801,331.05,CM00186,PARENT0546,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,331.0,6.4802,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.48 (generic negative-log potency)
ACT_19475664,MG00465,MG00465,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.1899,645.8,CM00854,PARENT0531,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,646.0,6.1898,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.19 (generic negative-log potency)
ACT_19475665,MG00160,MG00160,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9907,102.16,CM00300,PARENT0532,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,102.0,6.9914,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.99 (generic negative-log potency)
ACT_19475666,MG00474,MG00474,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9794,104.86,CM00872,PARENT0533,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,105.0,6.9788,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.98 (generic negative-log potency)
ACT_19475667,MG00402,MG00402,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4297,371.79,CM00738,PARENT0534,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,372.0,6.4295,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.43 (generic negative-log potency)
ACT_19475668,MG00267,MG00267,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2299,588.98,CM00483,PARENT0535,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,589.0,6.2299,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.23 (generic negative-log potency)
ACT_19475669,MG00142,MG00142,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2501,562.21,CM00266,PARENT0536,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,562.0,6.2503,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
ACT_19475670,MG00395,MG00395,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.6199,239.94,CM00727,PARENT0537,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,240.0,6.6198,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_19475671,MG00129,MG00129,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.3198,478.85,CM00239,PARENT0538,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,479.0,6.3197,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.32 (generic negative-log potency)
ACT_19475672,MG00275,MG00275,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4499,354.9,CM00501,PARENT0539,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,355.0,6.4498,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.45 (generic negative-log potency)
ACT_19475673,MG00166,MG00166,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.0501,891.05,CM00317,PARENT0540,PMID_27476142,ASSY_CHEMBL4479482,calcium,PAM_functional_calcium,CHO,,EC20,EC50,=,891.0,6.0501,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.05 (generic negative-log potency)
